CHR,BASE,DEPTH
ref|NC_001133|,14838,17.93
ref|NC_001133|,14938,24.49
ref|NC_001133|,15038,26.24
ref|NC_001133|,15138,24.21
ref|NC_001133|,15238,23.12
ref|NC_001133|,15338,18.11
ref|NC_001133|,15438,24
ref|NC_001133|,15538,27.48
ref|NC_001133|,15638,30
ref|NC_001133|,15738,23.52
ref|NC_001133|,15838,28.81
ref|NC_001133|,15938,31.77
ref|NC_001133|,16038,24.3
ref|NC_001133|,16138,33.29
ref|NC_001133|,16238,27.87
ref|NC_001133|,16338,28.64
ref|NC_001133|,16438,31.52
ref|NC_001133|,16538,21.83
ref|NC_001133|,16638,30.61
ref|NC_001133|,16738,21.73
ref|NC_001133|,16838,14.63
ref|NC_001133|,16938,14.77
ref|NC_001133|,17038,19.99
ref|NC_001133|,17138,17.81
ref|NC_001133|,17238,18.24
ref|NC_001133|,17338,25.74
ref|NC_001133|,17438,30.86
ref|NC_001133|,17538,20.32
ref|NC_001133|,17638,22.71
ref|NC_001133|,17738,26.42
ref|NC_001133|,17838,14.85
ref|NC_001133|,17938,12.03
ref|NC_001133|,18038,15.24
ref|NC_001133|,18138,16
ref|NC_001133|,18238,13.35
ref|NC_001133|,18338,21.04
ref|NC_001133|,18438,24.76
ref|NC_001133|,18538,18.29
ref|NC_001133|,18638,22.23
ref|NC_001133|,18738,28.95
ref|NC_001133|,18838,21.65
ref|NC_001133|,18938,18.1
ref|NC_001133|,19038,22.92
ref|NC_001133|,19138,20.09
ref|NC_001133|,19238,20.83
ref|NC_001133|,19338,14.71
ref|NC_001133|,19438,16.56
ref|NC_001133|,19538,20.85
ref|NC_001133|,19638,11.22
ref|NC_001133|,19738,8.32
ref|NC_001133|,19838,13.43
ref|NC_001133|,19938,16.93
ref|NC_001133|,20038,16.78
ref|NC_001133|,20138,16.42
ref|NC_001133|,20238,18.47
ref|NC_001133|,20338,14.81
ref|NC_001133|,20438,11.65
ref|NC_001133|,20538,15.98
ref|NC_001133|,20638,15.54
ref|NC_001133|,20738,11.86
ref|NC_001133|,20838,13.48
ref|NC_001133|,20938,17.8
ref|NC_001133|,21038,14.32
ref|NC_001133|,21138,16.48
ref|NC_001133|,21238,12.8
ref|NC_001133|,21338,18.05
ref|NC_001133|,21438,14.99
ref|NC_001133|,21538,19.89
ref|NC_001133|,21638,27.8
ref|NC_001133|,21738,18.13
ref|NC_001133|,21838,13.8
ref|NC_001133|,21938,17.65
ref|NC_001133|,22038,23.2
ref|NC_001133|,22138,26.51
ref|NC_001133|,22238,30.65
ref|NC_001133|,22338,27.67
ref|NC_001133|,22438,35.75
ref|NC_001133|,22538,27.01
ref|NC_001133|,22638,32.31
ref|NC_001133|,22738,25.43
ref|NC_001133|,22838,30.11
ref|NC_001133|,22938,18.83
ref|NC_001133|,23038,14.19
ref|NC_001133|,23138,21.5
ref|NC_001133|,23238,13.28
ref|NC_001133|,23338,7.45000000000001
ref|NC_001133|,23438,14.49
ref|NC_001133|,23538,22.13
ref|NC_001133|,23638,25
ref|NC_001133|,23738,19.43
ref|NC_001133|,23838,22.89
ref|NC_001133|,23938,28.25
ref|NC_001133|,24038,23.46
ref|NC_001133|,24138,24.01
ref|NC_001133|,24238,18.63
ref|NC_001133|,24338,14.1
ref|NC_001133|,24438,7.34999999999999
ref|NC_001133|,24538,12.56
ref|NC_001133|,24638,9.49
ref|NC_001133|,24738,14.7
ref|NC_001133|,24838,15.09
ref|NC_001133|,24938,13.96
ref|NC_001133|,25038,15.72
ref|NC_001133|,25138,19.56
ref|NC_001133|,25238,14.38
ref|NC_001133|,25338,9.05
ref|NC_001133|,25438,8.94
ref|NC_001133|,25538,7.1
ref|NC_001133|,25638,14.21
ref|NC_001133|,25977,3.70999999999999
ref|NC_001133|,26487,1.32
ref|NC_001133|,26636,2.93
ref|NC_001133|,26785,3.23
ref|NC_001133|,26897,6.42999999999999
ref|NC_001133|,26997,10.62
ref|NC_001133|,27097,17.64
ref|NC_001133|,27197,14.66
ref|NC_001133|,27297,15.57
ref|NC_001133|,27397,8.96
ref|NC_001133|,27497,13.08
ref|NC_001133|,27597,13.61
ref|NC_001133|,27697,12.63
ref|NC_001133|,27797,18.22
ref|NC_001133|,27897,16.37
ref|NC_001133|,27997,12.62
ref|NC_001133|,28097,14.49
ref|NC_001133|,28197,16.92
ref|NC_001133|,28297,17.12
ref|NC_001133|,28397,18.97
ref|NC_001133|,28497,20.1
ref|NC_001133|,28597,10.24
ref|NC_001133|,28697,10.44
ref|NC_001133|,28797,13.04
ref|NC_001133|,28897,15.2
ref|NC_001133|,28997,16.07
ref|NC_001133|,29097,17.27
ref|NC_001133|,29197,20.15
ref|NC_001133|,29297,15.01
ref|NC_001133|,29397,16.54
ref|NC_001133|,29497,20.53
ref|NC_001133|,29597,19.28
ref|NC_001133|,29697,22.34
ref|NC_001133|,29797,24.47
ref|NC_001133|,29897,19.36
ref|NC_001133|,29997,20.99
ref|NC_001133|,30097,24.79
ref|NC_001133|,30197,20.5
ref|NC_001133|,30297,19.61
ref|NC_001133|,30397,18.07
ref|NC_001133|,30497,14.7
ref|NC_001133|,30597,19.35
ref|NC_001133|,30697,19.03
ref|NC_001133|,30797,19.79
ref|NC_001133|,30897,18.01
ref|NC_001133|,30997,12.34
ref|NC_001133|,31097,18.6
ref|NC_001133|,31197,14.88
ref|NC_001133|,31297,13.63
ref|NC_001133|,31397,15.39
ref|NC_001133|,31497,16.46
ref|NC_001133|,31597,16.95
ref|NC_001133|,31697,18.26
ref|NC_001133|,31797,21.91
ref|NC_001133|,31897,20.61
ref|NC_001133|,31997,15.27
ref|NC_001133|,32097,15.65
ref|NC_001133|,32197,14.47
ref|NC_001133|,32297,16.53
ref|NC_001133|,32397,12.42
ref|NC_001133|,32497,10.57
ref|NC_001133|,32597,14.33
ref|NC_001133|,32697,18.94
ref|NC_001133|,32797,17.42
ref|NC_001133|,32897,20.29
ref|NC_001133|,32997,24.33
ref|NC_001133|,33097,16.19
ref|NC_001133|,33197,16.12
ref|NC_001133|,33297,17.7
ref|NC_001133|,33397,13.44
ref|NC_001133|,33497,10.96
ref|NC_001133|,33597,19.45
ref|NC_001133|,33697,16.98
ref|NC_001133|,33797,8.47
ref|NC_001133|,33897,11.2
ref|NC_001133|,33997,11.96
ref|NC_001133|,34097,9.68
ref|NC_001133|,34197,15.86
ref|NC_001133|,34297,18.3
ref|NC_001133|,34397,20.68
ref|NC_001133|,34497,17.22
ref|NC_001133|,34597,10.07
ref|NC_001133|,34697,12.95
ref|NC_001133|,34797,15.64
ref|NC_001133|,34897,16.11
ref|NC_001133|,34997,12.34
ref|NC_001133|,35097,11.52
ref|NC_001133|,35197,17.52
ref|NC_001133|,35297,18.75
ref|NC_001133|,35397,20.38
ref|NC_001133|,35497,19.01
ref|NC_001133|,35597,19.53
ref|NC_001133|,35697,20.43
ref|NC_001133|,35797,11.06
ref|NC_001133|,35897,8.93999999999999
ref|NC_001133|,35997,9.43999999999999
ref|NC_001133|,36097,18.84
ref|NC_001133|,36197,20.63
ref|NC_001133|,36297,18.88
ref|NC_001133|,36397,17.4
ref|NC_001133|,36497,21.37
ref|NC_001133|,36597,16.67
ref|NC_001133|,36697,18.44
ref|NC_001133|,36797,13.53
ref|NC_001133|,36897,12.57
ref|NC_001133|,36997,19.36
ref|NC_001133|,37097,21.11
ref|NC_001133|,37197,16.3
ref|NC_001133|,37297,14.59
ref|NC_001133|,37397,14.48
ref|NC_001133|,37497,13.07
ref|NC_001133|,37597,16.17
ref|NC_001133|,37697,21.42
ref|NC_001133|,37797,21.92
ref|NC_001133|,37897,22.61
ref|NC_001133|,37997,17.03
ref|NC_001133|,38097,15.43
ref|NC_001133|,38197,17.31
ref|NC_001133|,38297,14.26
ref|NC_001133|,38397,11.82
ref|NC_001133|,38497,12.99
ref|NC_001133|,38597,9.82
ref|NC_001133|,38697,10.82
ref|NC_001133|,38797,14.53
ref|NC_001133|,38897,16.82
ref|NC_001133|,38997,20.76
ref|NC_001133|,39097,18.94
ref|NC_001133|,39197,22.74
ref|NC_001133|,39297,20.15
ref|NC_001133|,39397,16.67
ref|NC_001133|,39497,16.99
ref|NC_001133|,39597,13.91
ref|NC_001133|,39697,20.98
ref|NC_001133|,39797,19.57
ref|NC_001133|,39897,19.75
ref|NC_001133|,39997,22.37
ref|NC_001133|,40097,17.67
ref|NC_001133|,40197,13.64
ref|NC_001133|,40297,16.21
ref|NC_001133|,40397,11.51
ref|NC_001133|,40497,11.72
ref|NC_001133|,40597,11.38
ref|NC_001133|,40697,17.63
ref|NC_001133|,40797,14.85
ref|NC_001133|,40897,15.42
ref|NC_001133|,40997,14.43
ref|NC_001133|,41097,13.35
ref|NC_001133|,41197,14.27
ref|NC_001133|,41297,12.44
ref|NC_001133|,41397,9.63999999999999
ref|NC_001133|,41497,13.21
ref|NC_001133|,41597,10.9
ref|NC_001133|,41697,14.5
ref|NC_001133|,41797,20.27
ref|NC_001133|,41897,21.03
ref|NC_001133|,41997,23.92
ref|NC_001133|,42097,22.57
ref|NC_001133|,42197,20.07
ref|NC_001133|,42297,15.75
ref|NC_001133|,42397,7.30999999999999
ref|NC_001133|,42497,10.04
ref|NC_001133|,42597,11.86
ref|NC_001133|,42697,12.35
ref|NC_001133|,42797,11.87
ref|NC_001133|,42897,13.54
ref|NC_001133|,42997,14.15
ref|NC_001133|,43097,16.86
ref|NC_001133|,43197,17.26
ref|NC_001133|,43297,14.4
ref|NC_001133|,43397,13.01
ref|NC_001133|,43497,12.35
ref|NC_001133|,43597,17.25
ref|NC_001133|,43697,15.52
ref|NC_001133|,43797,13.51
ref|NC_001133|,43897,16.42
ref|NC_001133|,43997,12.96
ref|NC_001133|,44097,12.86
ref|NC_001133|,44197,17.67
ref|NC_001133|,44297,17.96
ref|NC_001133|,44397,23.92
ref|NC_001133|,44497,19.4
ref|NC_001133|,44597,13.22
ref|NC_001133|,44697,16.54
ref|NC_001133|,44797,18.65
ref|NC_001133|,44897,17.31
ref|NC_001133|,44997,19.34
ref|NC_001133|,45097,18.69
ref|NC_001133|,45197,16.83
ref|NC_001133|,45297,10.49
ref|NC_001133|,45397,10.19
ref|NC_001133|,45497,10.77
ref|NC_001133|,45597,12.84
ref|NC_001133|,45697,9.78
ref|NC_001133|,45797,13.01
ref|NC_001133|,45897,22.82
ref|NC_001133|,45997,22.76
ref|NC_001133|,46097,17.88
ref|NC_001133|,46197,15.19
ref|NC_001133|,46297,11.67
ref|NC_001133|,46397,12.11
ref|NC_001133|,46497,8.72
ref|NC_001133|,46597,10.95
ref|NC_001133|,46697,15.17
ref|NC_001133|,46797,9.20000000000001
ref|NC_001133|,46897,8.68999999999999
ref|NC_001133|,46997,12.31
ref|NC_001133|,47097,13.83
ref|NC_001133|,47197,14.43
ref|NC_001133|,47297,14.81
ref|NC_001133|,47397,9.98999999999999
ref|NC_001133|,47497,8.14999999999999
ref|NC_001133|,47597,12.3
ref|NC_001133|,47697,12.02
ref|NC_001133|,47797,10.79
ref|NC_001133|,47897,15.99
ref|NC_001133|,47997,13.37
ref|NC_001133|,48097,16.53
ref|NC_001133|,48197,15.93
ref|NC_001133|,48297,13.34
ref|NC_001133|,48397,17.69
ref|NC_001133|,48497,17.17
ref|NC_001133|,48597,11.96
ref|NC_001133|,48697,13.94
ref|NC_001133|,48797,9.29
ref|NC_001133|,48897,13.68
ref|NC_001133|,48997,14.87
ref|NC_001133|,49097,12.9
ref|NC_001133|,49197,12.02
ref|NC_001133|,49297,14.55
ref|NC_001133|,49397,24.05
ref|NC_001133|,49497,16.96
ref|NC_001133|,49597,12.28
ref|NC_001133|,49697,17.36
ref|NC_001133|,49797,16.47
ref|NC_001133|,49897,16.3
ref|NC_001133|,49997,16.66
ref|NC_001133|,50097,15.27
ref|NC_001133|,50197,19.49
ref|NC_001133|,50297,17.71
ref|NC_001133|,50397,10.86
ref|NC_001133|,50497,16.78
ref|NC_001133|,50597,21.2
ref|NC_001133|,50697,15.73
ref|NC_001133|,50797,17.61
ref|NC_001133|,50897,16.24
ref|NC_001133|,50997,10.43
ref|NC_001133|,51097,11.85
ref|NC_001133|,51197,12.56
ref|NC_001133|,51297,8.3
ref|NC_001133|,51397,10.63
ref|NC_001133|,51497,13.01
ref|NC_001133|,51597,15.63
ref|NC_001133|,51697,11.86
ref|NC_001133|,51797,11.39
ref|NC_001133|,51897,14.37
ref|NC_001133|,51997,17.38
ref|NC_001133|,52097,13.98
ref|NC_001133|,52197,9.65
ref|NC_001133|,52297,13.03
ref|NC_001133|,52397,15.54
ref|NC_001133|,52497,15.11
ref|NC_001133|,52597,14.41
ref|NC_001133|,52697,19.03
ref|NC_001133|,52797,18.28
ref|NC_001133|,52897,12.95
ref|NC_001133|,52997,15.49
ref|NC_001133|,53097,11.17
ref|NC_001133|,53197,14.95
ref|NC_001133|,53297,15.8
ref|NC_001133|,53397,14.49
ref|NC_001133|,53497,14.23
ref|NC_001133|,53597,13.9
ref|NC_001133|,53697,16.54
ref|NC_001133|,53797,16.21
ref|NC_001133|,53897,18.37
ref|NC_001133|,53997,13.37
ref|NC_001133|,54097,12.65
ref|NC_001133|,54197,10.74
ref|NC_001133|,54297,19.1
ref|NC_001133|,54397,24.36
ref|NC_001133|,54497,9.44999999999999
ref|NC_001133|,54597,11.71
ref|NC_001133|,54697,23.23
ref|NC_001133|,54797,17.48
ref|NC_001133|,54897,16.68
ref|NC_001133|,54997,18.39
ref|NC_001133|,55097,15.6
ref|NC_001133|,55197,15.19
ref|NC_001133|,55297,16.7
ref|NC_001133|,55397,17.68
ref|NC_001133|,55497,17.71
ref|NC_001133|,55597,23.56
ref|NC_001133|,55697,26.35
ref|NC_001133|,55797,24.25
ref|NC_001133|,55897,19.14
ref|NC_001133|,55997,26.43
ref|NC_001133|,56097,13.79
ref|NC_001133|,56197,9.26
ref|NC_001133|,56297,10.64
ref|NC_001133|,56397,12.74
ref|NC_001133|,56497,14.85
ref|NC_001133|,56597,13.36
ref|NC_001133|,56697,16.28
ref|NC_001133|,56797,13.16
ref|NC_001133|,56897,15.14
ref|NC_001133|,56997,23.23
ref|NC_001133|,57097,19.08
ref|NC_001133|,57197,13.87
ref|NC_001133|,57297,16.55
ref|NC_001133|,57397,16.92
ref|NC_001133|,57497,14.75
ref|NC_001133|,57597,18.7
ref|NC_001133|,57697,15.15
ref|NC_001133|,57797,11.9
ref|NC_001133|,57897,15.82
ref|NC_001133|,57997,17.54
ref|NC_001133|,58097,10.04
ref|NC_001133|,58197,13.04
ref|NC_001133|,58297,14.83
ref|NC_001133|,58397,10.32
ref|NC_001133|,58497,9.46999999999999
ref|NC_001133|,58597,11.88
ref|NC_001133|,58697,11.9
ref|NC_001133|,58797,13.2
ref|NC_001133|,58897,12.08
ref|NC_001133|,58997,11.46
ref|NC_001133|,59097,12.93
ref|NC_001133|,59197,13.53
ref|NC_001133|,59297,9.08
ref|NC_001133|,59397,10.76
ref|NC_001133|,59497,11.23
ref|NC_001133|,59597,10.97
ref|NC_001133|,59697,17.72
ref|NC_001133|,59797,16.79
ref|NC_001133|,59897,13.28
ref|NC_001133|,59997,12.4
ref|NC_001133|,60097,13.43
ref|NC_001133|,60197,15.96
ref|NC_001133|,60297,13.73
ref|NC_001133|,60397,13.31
ref|NC_001133|,60497,16.43
ref|NC_001133|,60597,17.88
ref|NC_001133|,60697,12.66
ref|NC_001133|,60797,14.75
ref|NC_001133|,60897,13.91
ref|NC_001133|,60997,11.53
ref|NC_001133|,61097,15.75
ref|NC_001133|,61197,17.11
ref|NC_001133|,61297,23.21
ref|NC_001133|,61397,16.85
ref|NC_001133|,61497,14.01
ref|NC_001133|,61597,14.52
ref|NC_001133|,61697,19.47
ref|NC_001133|,61797,19.29
ref|NC_001133|,61897,21.06
ref|NC_001133|,61997,12.33
ref|NC_001133|,62097,10.73
ref|NC_001133|,62197,13.11
ref|NC_001133|,62297,12.61
ref|NC_001133|,62397,16.46
ref|NC_001133|,62497,19.97
ref|NC_001133|,62597,23.73
ref|NC_001133|,62697,17.23
ref|NC_001133|,62797,16.76
ref|NC_001133|,62897,16.25
ref|NC_001133|,62997,13.03
ref|NC_001133|,63097,14.85
ref|NC_001133|,63197,12.76
ref|NC_001133|,63297,12.03
ref|NC_001133|,63397,10.42
ref|NC_001133|,63497,15.56
ref|NC_001133|,63597,17.12
ref|NC_001133|,63697,12.1
ref|NC_001133|,63797,14.86
ref|NC_001133|,63897,15.97
ref|NC_001133|,63997,15.09
ref|NC_001133|,64097,22.33
ref|NC_001133|,64197,27.36
ref|NC_001133|,64297,20.61
ref|NC_001133|,64397,15.89
ref|NC_001133|,64497,11.73
ref|NC_001133|,64597,17.91
ref|NC_001133|,64697,22.3
ref|NC_001133|,64797,17.65
ref|NC_001133|,64897,18.08
ref|NC_001133|,64997,18.65
ref|NC_001133|,65097,20.52
ref|NC_001133|,65197,23.26
ref|NC_001133|,65297,21.82
ref|NC_001133|,65397,26.38
ref|NC_001133|,65497,32.57
ref|NC_001133|,65597,25.95
ref|NC_001133|,65697,22.44
ref|NC_001133|,65797,22.31
ref|NC_001133|,65897,26.88
ref|NC_001133|,65997,22.15
ref|NC_001133|,66097,19.05
ref|NC_001133|,66197,18.07
ref|NC_001133|,66297,21.65
ref|NC_001133|,66397,21.51
ref|NC_001133|,66497,18.53
ref|NC_001133|,66597,21.7
ref|NC_001133|,66697,20.94
ref|NC_001133|,66797,18.7
ref|NC_001133|,66897,19.48
ref|NC_001133|,66997,15.92
ref|NC_001133|,67097,18.78
ref|NC_001133|,67197,18.7
ref|NC_001133|,67297,19.99
ref|NC_001133|,67397,21.68
ref|NC_001133|,67497,17.63
ref|NC_001133|,67597,18.17
ref|NC_001133|,67697,21.1
ref|NC_001133|,67797,21.34
ref|NC_001133|,67897,18.64
ref|NC_001133|,67997,20.82
ref|NC_001133|,68097,17.52
ref|NC_001133|,68197,15.21
ref|NC_001133|,68297,17.13
ref|NC_001133|,68397,16.96
ref|NC_001133|,68497,13.66
ref|NC_001133|,68597,20.17
ref|NC_001133|,68697,18.1
ref|NC_001133|,68797,17.94
ref|NC_001133|,68897,19.91
ref|NC_001133|,68997,14.64
ref|NC_001133|,69097,21.2
ref|NC_001133|,69197,16.79
ref|NC_001133|,69297,13.9
ref|NC_001133|,69397,13.19
ref|NC_001133|,69497,14.06
ref|NC_001133|,69597,16.63
ref|NC_001133|,69697,16.04
ref|NC_001133|,69797,17.58
ref|NC_001133|,69897,19.48
ref|NC_001133|,69997,18.37
ref|NC_001133|,70097,19.39
ref|NC_001133|,70197,17.43
ref|NC_001133|,70297,16.16
ref|NC_001133|,70397,18.46
ref|NC_001133|,70497,15.06
ref|NC_001133|,70597,24.58
ref|NC_001133|,70697,25.29
ref|NC_001133|,70797,28.74
ref|NC_001133|,70897,23.4
ref|NC_001133|,70997,17.29
ref|NC_001133|,71097,24.59
ref|NC_001133|,71197,26.12
ref|NC_001133|,71297,24.19
ref|NC_001133|,71397,21.1
ref|NC_001133|,71497,18.4
ref|NC_001133|,71597,18.61
ref|NC_001133|,71697,19.29
ref|NC_001133|,71797,18.58
ref|NC_001133|,71897,17
ref|NC_001133|,71997,13.97
ref|NC_001133|,72097,17.19
ref|NC_001133|,72197,17.32
ref|NC_001133|,72297,21.06
ref|NC_001133|,72397,21.91
ref|NC_001133|,72497,18.97
ref|NC_001133|,72597,15.06
ref|NC_001133|,72697,16.61
ref|NC_001133|,72797,14.73
ref|NC_001133|,72897,14.2
ref|NC_001133|,72997,17.62
ref|NC_001133|,73097,19.85
ref|NC_001133|,73197,17.26
ref|NC_001133|,73297,19.46
ref|NC_001133|,73397,18.05
ref|NC_001133|,73497,24.13
ref|NC_001133|,73597,27.72
ref|NC_001133|,73697,16.01
ref|NC_001133|,73797,14.83
ref|NC_001133|,73897,21.29
ref|NC_001133|,73997,23.32
ref|NC_001133|,74097,21.7
ref|NC_001133|,74197,21.31
ref|NC_001133|,74297,14.77
ref|NC_001133|,74397,17.66
ref|NC_001133|,74497,18
ref|NC_001133|,74597,16.78
ref|NC_001133|,74697,21.16
ref|NC_001133|,74797,21.25
ref|NC_001133|,74897,17.69
ref|NC_001133|,74997,18.78
ref|NC_001133|,75097,19.57
ref|NC_001133|,75197,20
ref|NC_001133|,75297,16.29
ref|NC_001133|,75397,14.35
ref|NC_001133|,75497,13.06
ref|NC_001133|,75597,12.28
ref|NC_001133|,75697,14.84
ref|NC_001133|,75797,10.43
ref|NC_001133|,75897,11.83
ref|NC_001133|,75997,11.33
ref|NC_001133|,76097,9.99999999999999
ref|NC_001133|,76197,8.06999999999999
ref|NC_001133|,76297,12.92
ref|NC_001133|,76397,13.15
ref|NC_001133|,76497,9.63
ref|NC_001133|,76597,14.65
ref|NC_001133|,76697,17.13
ref|NC_001133|,76797,11.05
ref|NC_001133|,76897,12.92
ref|NC_001133|,76997,17.61
ref|NC_001133|,77097,15.74
ref|NC_001133|,77197,14.67
ref|NC_001133|,77297,16.75
ref|NC_001133|,77397,15.12
ref|NC_001133|,77497,10.69
ref|NC_001133|,77597,7.9
ref|NC_001133|,77697,10.62
ref|NC_001133|,77797,11.18
ref|NC_001133|,77897,9.02
ref|NC_001133|,77997,12.56
ref|NC_001133|,78097,18.08
ref|NC_001133|,78197,16.61
ref|NC_001133|,78297,13.64
ref|NC_001133|,78397,20.03
ref|NC_001133|,78497,21.76
ref|NC_001133|,78597,19.15
ref|NC_001133|,78697,10.46
ref|NC_001133|,78797,15.88
ref|NC_001133|,78897,15.01
ref|NC_001133|,78997,16.18
ref|NC_001133|,79097,13.55
ref|NC_001133|,79197,13.49
ref|NC_001133|,79297,15.1
ref|NC_001133|,79397,13.87
ref|NC_001133|,79497,21.21
ref|NC_001133|,79597,22.94
ref|NC_001133|,79697,23.31
ref|NC_001133|,79797,20.87
ref|NC_001133|,79897,18.12
ref|NC_001133|,79997,17.36
ref|NC_001133|,80097,14.62
ref|NC_001133|,80197,11.8
ref|NC_001133|,80297,13.64
ref|NC_001133|,80397,15.09
ref|NC_001133|,80497,17.89
ref|NC_001133|,80597,25.37
ref|NC_001133|,80697,21.73
ref|NC_001133|,80797,13.66
ref|NC_001133|,80897,16.36
ref|NC_001133|,80997,15.72
ref|NC_001133|,81097,10.77
ref|NC_001133|,81197,10.29
ref|NC_001133|,81297,11.08
ref|NC_001133|,81397,7.36999999999999
ref|NC_001133|,81497,13.59
ref|NC_001133|,81597,17.04
ref|NC_001133|,81697,17.97
ref|NC_001133|,81797,12.46
ref|NC_001133|,81897,16.36
ref|NC_001133|,81997,13.99
ref|NC_001133|,82097,13.84
ref|NC_001133|,82197,14.33
ref|NC_001133|,82297,13.31
ref|NC_001133|,82397,12.93
ref|NC_001133|,82497,13.95
ref|NC_001133|,82597,10.83
