CHR,BASE,DEPTH
ref|NC_001133|,18401,69.3
ref|NC_001133|,18501,58.77
ref|NC_001133|,18601,80.31
ref|NC_001133|,18701,85.95
ref|NC_001133|,18801,75.23
ref|NC_001133|,18901,68.19
ref|NC_001133|,19001,68.72
ref|NC_001133|,19101,58.3
ref|NC_001133|,19201,66.39
ref|NC_001133|,19301,58.98
ref|NC_001133|,19401,67.11
ref|NC_001133|,19501,75.28
ref|NC_001133|,19601,68.12
ref|NC_001133|,19701,57.26
ref|NC_001133|,19801,53.92
ref|NC_001133|,19901,45.55
ref|NC_001133|,20001,59.75
ref|NC_001133|,20101,63.72
ref|NC_001133|,20201,71.72
ref|NC_001133|,20301,64.39
ref|NC_001133|,20401,42.79
ref|NC_001133|,20501,49.09
ref|NC_001133|,20601,38.32
ref|NC_001133|,20701,39.01
ref|NC_001133|,20801,43.7
ref|NC_001133|,20901,49.72
ref|NC_001133|,21001,34.53
ref|NC_001133|,21101,36.17
ref|NC_001133|,21201,43.71
ref|NC_001133|,21301,48.98
ref|NC_001133|,21401,49.55
ref|NC_001133|,21501,42.88
ref|NC_001133|,21601,69.56
ref|NC_001133|,21701,55.75
ref|NC_001133|,21801,60.95
ref|NC_001133|,21901,61.37
ref|NC_001133|,22001,47.7
ref|NC_001133|,22101,64.2299999999999
ref|NC_001133|,22201,61.67
ref|NC_001133|,22301,64.52
ref|NC_001133|,22401,79.8600000000001
ref|NC_001133|,22501,73.95
ref|NC_001133|,22601,71.79
ref|NC_001133|,22701,72.58
ref|NC_001133|,22801,77.03
ref|NC_001133|,22901,60.27
ref|NC_001133|,23001,59.77
ref|NC_001133|,23101,67.48
ref|NC_001133|,23201,65.37
ref|NC_001133|,23301,41.05
ref|NC_001133|,23401,36.76
ref|NC_001133|,23501,45.27
ref|NC_001133|,23601,52.51
ref|NC_001133|,23701,52.27
ref|NC_001133|,23801,41.79
ref|NC_001133|,23901,58.54
ref|NC_001133|,24001,53.66
ref|NC_001133|,24101,41.3599999999999
ref|NC_001133|,24201,44.2899999999999
ref|NC_001133|,24301,32.69
ref|NC_001133|,24401,29.66
ref|NC_001133|,24501,29.85
ref|NC_001133|,24601,28.92
ref|NC_001133|,24701,23.95
ref|NC_001133|,24801,24.12
ref|NC_001133|,24901,28.83
ref|NC_001133|,25001,27.94
ref|NC_001133|,25101,45.47
ref|NC_001133|,25201,37.8599999999999
ref|NC_001133|,25301,27.91
ref|NC_001133|,25401,23.82
ref|NC_001133|,25501,20.14
ref|NC_001133|,25601,32.9
ref|NC_001133|,25701,27.05
ref|NC_001133|,26027,1.9
ref|NC_001133|,26550,4.15
ref|NC_001133|,26650,2.81
ref|NC_001133|,26799,6.44
ref|NC_001133|,26911,8.34000000000001
ref|NC_001133|,27011,26.15
ref|NC_001133|,27111,50.41
ref|NC_001133|,27211,32.04
ref|NC_001133|,27311,28.83
ref|NC_001133|,27411,31.27
ref|NC_001133|,27511,33.58
ref|NC_001133|,27611,29.34
ref|NC_001133|,27711,34.49
ref|NC_001133|,27811,40.78
ref|NC_001133|,27911,36.29
ref|NC_001133|,28011,37.55
ref|NC_001133|,28111,43.65
ref|NC_001133|,28211,37.81
ref|NC_001133|,28311,47.33
ref|NC_001133|,28411,44.8200000000001
ref|NC_001133|,28511,40.3
ref|NC_001133|,28611,44.09
ref|NC_001133|,28711,46.07
ref|NC_001133|,28811,40.04
ref|NC_001133|,28911,37.44
ref|NC_001133|,29011,32.64
ref|NC_001133|,29111,36.88
ref|NC_001133|,29211,39.42
ref|NC_001133|,29311,39.06
ref|NC_001133|,29411,41.06
ref|NC_001133|,29511,41.73
ref|NC_001133|,29611,37.44
ref|NC_001133|,29711,35.41
ref|NC_001133|,29811,33.75
ref|NC_001133|,29911,34.94
ref|NC_001133|,30011,37.36
ref|NC_001133|,30111,41.7000000000001
ref|NC_001133|,30211,37.66
ref|NC_001133|,30311,42.96
ref|NC_001133|,30411,43.69
ref|NC_001133|,30511,36.3
ref|NC_001133|,30611,32.58
ref|NC_001133|,30711,36.44
ref|NC_001133|,30811,32.44
ref|NC_001133|,30911,37.21
ref|NC_001133|,31011,34.34
ref|NC_001133|,31111,36.37
ref|NC_001133|,31211,30.23
ref|NC_001133|,31311,22.63
ref|NC_001133|,31411,21.34
ref|NC_001133|,31511,24.84
ref|NC_001133|,31611,29.18
ref|NC_001133|,31711,28.21
ref|NC_001133|,31811,25.87
ref|NC_001133|,31911,24.53
ref|NC_001133|,32011,25.04
ref|NC_001133|,32111,25.44
ref|NC_001133|,32211,29.27
ref|NC_001133|,32311,37.77
ref|NC_001133|,32411,35.97
ref|NC_001133|,32511,26.87
ref|NC_001133|,32611,35.63
ref|NC_001133|,32711,29.59
ref|NC_001133|,32811,36.98
ref|NC_001133|,32911,42.2700000000001
ref|NC_001133|,33011,44.69
ref|NC_001133|,33111,40.69
ref|NC_001133|,33211,34.57
ref|NC_001133|,33311,38.25
ref|NC_001133|,33411,39.07
ref|NC_001133|,33511,33.94
ref|NC_001133|,33611,37.56
ref|NC_001133|,33711,38.44
ref|NC_001133|,33811,26.85
ref|NC_001133|,33911,27.02
ref|NC_001133|,34011,33.61
ref|NC_001133|,34111,33.16
ref|NC_001133|,34211,28.99
ref|NC_001133|,34311,29.99
ref|NC_001133|,34411,27.23
ref|NC_001133|,34511,30.25
ref|NC_001133|,34611,35.03
ref|NC_001133|,34711,36.3
ref|NC_001133|,34811,36.2
ref|NC_001133|,34911,33.29
ref|NC_001133|,35011,32.73
ref|NC_001133|,35111,36.85
ref|NC_001133|,35211,31.75
ref|NC_001133|,35311,29.38
ref|NC_001133|,35411,33.64
ref|NC_001133|,35511,31.93
ref|NC_001133|,35611,34.13
ref|NC_001133|,35711,24.61
ref|NC_001133|,35811,26.73
ref|NC_001133|,35911,31.48
ref|NC_001133|,36011,34.23
ref|NC_001133|,36111,32.82
ref|NC_001133|,36211,30.77
ref|NC_001133|,36311,33.68
ref|NC_001133|,36411,33.11
ref|NC_001133|,36511,29.02
ref|NC_001133|,36611,30.48
ref|NC_001133|,36711,25.21
ref|NC_001133|,36811,24.59
ref|NC_001133|,36911,28
ref|NC_001133|,37011,23.71
ref|NC_001133|,37111,27.41
ref|NC_001133|,37211,30.7
ref|NC_001133|,37311,32.65
ref|NC_001133|,37411,32.98
ref|NC_001133|,37511,35.03
ref|NC_001133|,37611,33.94
ref|NC_001133|,37711,27.12
ref|NC_001133|,37811,31.02
ref|NC_001133|,37911,32.26
ref|NC_001133|,38011,27.96
ref|NC_001133|,38111,27.06
ref|NC_001133|,38211,30.8099999999999
ref|NC_001133|,38311,31.55
ref|NC_001133|,38411,30.97
ref|NC_001133|,38511,31.6
ref|NC_001133|,38611,32.35
ref|NC_001133|,38711,28.92
ref|NC_001133|,38811,28.27
ref|NC_001133|,38911,29.91
ref|NC_001133|,39011,29.51
ref|NC_001133|,39111,33.23
ref|NC_001133|,39211,26.53
ref|NC_001133|,39311,25.98
ref|NC_001133|,39411,27.23
ref|NC_001133|,39511,27.86
ref|NC_001133|,39611,31.38
ref|NC_001133|,39711,28.85
ref|NC_001133|,39811,33.16
ref|NC_001133|,39911,33.29
ref|NC_001133|,40011,39.67
ref|NC_001133|,40111,45.94
ref|NC_001133|,40211,37.78
ref|NC_001133|,40311,35.98
ref|NC_001133|,40411,34.05
ref|NC_001133|,40511,36.23
ref|NC_001133|,40611,33.31
ref|NC_001133|,40711,31.49
ref|NC_001133|,40811,31.46
ref|NC_001133|,40911,30.82
ref|NC_001133|,41011,23.08
ref|NC_001133|,41111,33.7
ref|NC_001133|,41211,38.32
ref|NC_001133|,41311,31.04
ref|NC_001133|,41411,32.07
ref|NC_001133|,41511,30.29
ref|NC_001133|,41611,38.97
ref|NC_001133|,41711,38
ref|NC_001133|,41811,37.43
ref|NC_001133|,41911,41.0099999999999
ref|NC_001133|,42011,36.05
ref|NC_001133|,42111,28.64
ref|NC_001133|,42211,28.91
ref|NC_001133|,42311,27.82
ref|NC_001133|,42411,25.12
ref|NC_001133|,42511,23.15
ref|NC_001133|,42611,22.49
ref|NC_001133|,42711,19.65
ref|NC_001133|,42811,21.93
ref|NC_001133|,42911,32.84
ref|NC_001133|,43011,36.2500000000001
ref|NC_001133|,43111,39.47
ref|NC_001133|,43211,34.99
ref|NC_001133|,43311,32.21
ref|NC_001133|,43411,27.86
ref|NC_001133|,43511,26.55
ref|NC_001133|,43611,30.73
ref|NC_001133|,43711,34.75
ref|NC_001133|,43811,31.09
ref|NC_001133|,43911,32.49
ref|NC_001133|,44011,32.28
ref|NC_001133|,44111,33.63
ref|NC_001133|,44211,32.85
ref|NC_001133|,44311,31.75
ref|NC_001133|,44411,34.47
ref|NC_001133|,44511,26.16
ref|NC_001133|,44611,26.31
ref|NC_001133|,44711,29.52
ref|NC_001133|,44811,32.32
ref|NC_001133|,44911,34.87
ref|NC_001133|,45011,37.46
ref|NC_001133|,45111,34.11
ref|NC_001133|,45211,32.3
ref|NC_001133|,45311,24.53
ref|NC_001133|,45411,22.6
ref|NC_001133|,45511,29.7
ref|NC_001133|,45611,38.83
ref|NC_001133|,45711,36.79
ref|NC_001133|,45811,37.3
ref|NC_001133|,45911,38.52
ref|NC_001133|,46011,32.5
ref|NC_001133|,46111,36.05
ref|NC_001133|,46211,39.7
ref|NC_001133|,46311,35.58
ref|NC_001133|,46411,21.96
ref|NC_001133|,46511,28.62
ref|NC_001133|,46611,34.78
ref|NC_001133|,46711,31.77
ref|NC_001133|,46811,36.8
ref|NC_001133|,46911,43.79
ref|NC_001133|,47011,41.58
ref|NC_001133|,47111,39.59
ref|NC_001133|,47211,40.07
ref|NC_001133|,47311,33.65
ref|NC_001133|,47411,29.33
ref|NC_001133|,47511,24.64
ref|NC_001133|,47611,36.35
ref|NC_001133|,47711,30.29
ref|NC_001133|,47811,32.09
ref|NC_001133|,47911,28.45
ref|NC_001133|,48011,33.55
ref|NC_001133|,48111,31.19
ref|NC_001133|,48211,29.21
ref|NC_001133|,48311,30.31
ref|NC_001133|,48411,35.43
ref|NC_001133|,48511,45.57
ref|NC_001133|,48611,39.51
ref|NC_001133|,48711,30.58
ref|NC_001133|,48811,39.51
ref|NC_001133|,48911,27.56
ref|NC_001133|,49011,28.2
ref|NC_001133|,49111,33.71
ref|NC_001133|,49211,27.88
ref|NC_001133|,49311,25.55
ref|NC_001133|,49411,28.32
ref|NC_001133|,49511,31.42
ref|NC_001133|,49611,25.63
ref|NC_001133|,49711,21.91
ref|NC_001133|,49811,29.33
ref|NC_001133|,49911,42.08
ref|NC_001133|,50011,39.67
ref|NC_001133|,50111,36.83
ref|NC_001133|,50211,34.81
ref|NC_001133|,50311,29.39
ref|NC_001133|,50411,27
ref|NC_001133|,50511,29.06
ref|NC_001133|,50611,36.41
ref|NC_001133|,50711,36.9
ref|NC_001133|,50811,46.65
ref|NC_001133|,50911,33.04
ref|NC_001133|,51011,41.1
ref|NC_001133|,51111,39.88
ref|NC_001133|,51211,35.69
ref|NC_001133|,51311,32.19
ref|NC_001133|,51411,37.34
ref|NC_001133|,51511,36.24
ref|NC_001133|,51611,35.4
ref|NC_001133|,51711,39.45
ref|NC_001133|,51811,38.14
ref|NC_001133|,51911,35.9
ref|NC_001133|,52011,37.24
ref|NC_001133|,52111,39.25
ref|NC_001133|,52211,31.88
ref|NC_001133|,52311,41.17
ref|NC_001133|,52411,44.59
ref|NC_001133|,52511,40.29
ref|NC_001133|,52611,40.41
ref|NC_001133|,52711,39.97
ref|NC_001133|,52811,31.75
ref|NC_001133|,52911,33.58
ref|NC_001133|,53011,38.95
ref|NC_001133|,53111,37.19
ref|NC_001133|,53211,37.38
ref|NC_001133|,53311,34.19
ref|NC_001133|,53411,32.57
ref|NC_001133|,53511,29.59
ref|NC_001133|,53611,35.28
ref|NC_001133|,53711,46.19
ref|NC_001133|,53811,39.18
ref|NC_001133|,53911,41.59
ref|NC_001133|,54011,32.7
ref|NC_001133|,54111,31.59
ref|NC_001133|,54211,30.09
ref|NC_001133|,54311,27.6
ref|NC_001133|,54411,27.04
ref|NC_001133|,54511,31.2299999999999
ref|NC_001133|,54611,30.04
ref|NC_001133|,54711,32.23
ref|NC_001133|,54811,29.15
ref|NC_001133|,54911,39.6
ref|NC_001133|,55011,44.51
ref|NC_001133|,55111,41.36
ref|NC_001133|,55211,41.04
ref|NC_001133|,55311,39.13
ref|NC_001133|,55411,40.42
ref|NC_001133|,55511,27.04
ref|NC_001133|,55611,35.83
ref|NC_001133|,55711,37.25
ref|NC_001133|,55811,34.76
ref|NC_001133|,55911,36.58
ref|NC_001133|,56011,31.51
ref|NC_001133|,56111,36.45
ref|NC_001133|,56211,31.6
ref|NC_001133|,56311,31.32
ref|NC_001133|,56411,37.84
ref|NC_001133|,56511,31.69
ref|NC_001133|,56611,29.53
ref|NC_001133|,56711,34.01
ref|NC_001133|,56811,32.7899999999999
ref|NC_001133|,56911,29.48
ref|NC_001133|,57011,27.61
ref|NC_001133|,57111,31.11
ref|NC_001133|,57211,35.4
ref|NC_001133|,57311,33.95
ref|NC_001133|,57411,28.45
ref|NC_001133|,57511,35.27
ref|NC_001133|,57611,34.63
ref|NC_001133|,57711,38.8
ref|NC_001133|,57811,36.6
ref|NC_001133|,57911,39.01
ref|NC_001133|,58011,37.49
ref|NC_001133|,58111,39.15
ref|NC_001133|,58211,38.42
ref|NC_001133|,58311,34.59
ref|NC_001133|,58411,33.23
ref|NC_001133|,58511,35.71
ref|NC_001133|,58611,39.8
ref|NC_001133|,58711,43.98
ref|NC_001133|,58811,43.86
ref|NC_001133|,58911,38.43
ref|NC_001133|,59011,32.65
ref|NC_001133|,59111,37.9
ref|NC_001133|,59211,34.38
ref|NC_001133|,59311,26.47
ref|NC_001133|,59411,21.04
ref|NC_001133|,59511,30.9399999999999
ref|NC_001133|,59611,30.68
ref|NC_001133|,59711,30.7
ref|NC_001133|,59811,29.48
ref|NC_001133|,59911,26.99
ref|NC_001133|,60011,31.17
ref|NC_001133|,60111,26.47
ref|NC_001133|,60211,26.57
ref|NC_001133|,60311,31.84
ref|NC_001133|,60411,31.25
ref|NC_001133|,60511,29.57
ref|NC_001133|,60611,24.53
ref|NC_001133|,60711,21.82
ref|NC_001133|,60811,27.74
ref|NC_001133|,60911,33.67
ref|NC_001133|,61011,32.18
ref|NC_001133|,61111,35.66
ref|NC_001133|,61211,44.39
ref|NC_001133|,61311,36.7
ref|NC_001133|,61411,43.96
ref|NC_001133|,61511,40.77
ref|NC_001133|,61611,40.66
ref|NC_001133|,61711,43.44
ref|NC_001133|,61811,36.24
ref|NC_001133|,61911,38.22
ref|NC_001133|,62011,37.13
ref|NC_001133|,62111,29.99
ref|NC_001133|,62211,23.34
ref|NC_001133|,62311,28.9
ref|NC_001133|,62411,28.84
ref|NC_001133|,62511,23.57
ref|NC_001133|,62611,28.48
ref|NC_001133|,62711,30.39
ref|NC_001133|,62811,25.89
ref|NC_001133|,62911,26.46
ref|NC_001133|,63011,23.38
ref|NC_001133|,63111,28.24
ref|NC_001133|,63211,27.4
ref|NC_001133|,63311,33.11
ref|NC_001133|,63411,31.45
ref|NC_001133|,63511,28.06
ref|NC_001133|,63611,39.61
ref|NC_001133|,63711,29.32
ref|NC_001133|,63811,24.18
ref|NC_001133|,63911,32.44
ref|NC_001133|,64011,27.36
ref|NC_001133|,64111,24.59
ref|NC_001133|,64211,26.94
ref|NC_001133|,64311,25.65
ref|NC_001133|,64411,28.41
ref|NC_001133|,64511,32.4
ref|NC_001133|,64611,38.19
ref|NC_001133|,64711,41.4499999999999
ref|NC_001133|,64811,34.55
ref|NC_001133|,64911,32.66
ref|NC_001133|,65011,38.19
ref|NC_001133|,65111,35.66
ref|NC_001133|,65211,35.46
ref|NC_001133|,65311,31.28
ref|NC_001133|,65411,32.14
ref|NC_001133|,65511,35.44
ref|NC_001133|,65611,42.72
ref|NC_001133|,65711,37.81
ref|NC_001133|,65811,44.95
ref|NC_001133|,65911,36.87
ref|NC_001133|,66011,29.38
ref|NC_001133|,66111,25.97
ref|NC_001133|,66211,35.48
ref|NC_001133|,66311,34.06
ref|NC_001133|,66411,30.85
ref|NC_001133|,66511,29.67
ref|NC_001133|,66611,31.83
ref|NC_001133|,66711,38.16
ref|NC_001133|,66811,40.43
ref|NC_001133|,66911,36.94
ref|NC_001133|,67011,41.06
ref|NC_001133|,67111,43.89
ref|NC_001133|,67211,43.91
ref|NC_001133|,67311,36.58
ref|NC_001133|,67411,36.37
ref|NC_001133|,67511,30.73
ref|NC_001133|,67611,37.02
ref|NC_001133|,67711,32.71
ref|NC_001133|,67811,35.04
ref|NC_001133|,67911,44.97
ref|NC_001133|,68011,41.33
ref|NC_001133|,68111,31.13
ref|NC_001133|,68211,32.63
ref|NC_001133|,68311,29.39
ref|NC_001133|,68411,27.46
ref|NC_001133|,68511,30.79
ref|NC_001133|,68611,31.41
ref|NC_001133|,68711,35.31
ref|NC_001133|,68811,33.57
ref|NC_001133|,68911,29.07
ref|NC_001133|,69011,34.88
ref|NC_001133|,69111,38.73
ref|NC_001133|,69211,34.6799999999999
ref|NC_001133|,69311,24.94
ref|NC_001133|,69411,25.14
ref|NC_001133|,69511,26.12
ref|NC_001133|,69611,25.33
ref|NC_001133|,69711,26.37
ref|NC_001133|,69811,30.81
ref|NC_001133|,69911,38.24
ref|NC_001133|,70011,35.36
ref|NC_001133|,70111,37.21
ref|NC_001133|,70211,34.27
ref|NC_001133|,70311,29.49
ref|NC_001133|,70411,29.61
ref|NC_001133|,70511,25.43
ref|NC_001133|,70611,29.88
ref|NC_001133|,70711,38.39
ref|NC_001133|,70811,32.88
ref|NC_001133|,70911,21.01
ref|NC_001133|,71011,20.85
ref|NC_001133|,71111,29.91
ref|NC_001133|,71211,27.19
ref|NC_001133|,71311,34.53
ref|NC_001133|,71411,36.97
ref|NC_001133|,71511,41.79
ref|NC_001133|,71611,46.31
ref|NC_001133|,71711,45.6100000000001
ref|NC_001133|,71811,45.67
ref|NC_001133|,71911,36.12
ref|NC_001133|,72011,28.65
ref|NC_001133|,72111,20.69
ref|NC_001133|,72211,19.74
ref|NC_001133|,72311,18.1
ref|NC_001133|,72411,25.95
ref|NC_001133|,72511,24.65
ref|NC_001133|,72611,30.74
ref|NC_001133|,72711,36.27
ref|NC_001133|,72811,40.22
ref|NC_001133|,72911,34.4499999999999
ref|NC_001133|,73011,31.62
ref|NC_001133|,73111,30.76
ref|NC_001133|,73211,25.31
ref|NC_001133|,73311,27.13
ref|NC_001133|,73411,33.08
ref|NC_001133|,73511,29.01
ref|NC_001133|,73611,33.89
ref|NC_001133|,73711,33.55
ref|NC_001133|,73811,30.07
ref|NC_001133|,73911,31.85
ref|NC_001133|,74011,35.01
ref|NC_001133|,74111,31.48
ref|NC_001133|,74211,39.16
ref|NC_001133|,74311,38.04
ref|NC_001133|,74411,40.85
ref|NC_001133|,74511,39.29
ref|NC_001133|,74611,39.62
ref|NC_001133|,74711,34.2
ref|NC_001133|,74811,33.71
ref|NC_001133|,74911,34.56
ref|NC_001133|,75011,34.65
ref|NC_001133|,75111,35.88
ref|NC_001133|,75211,30.7
ref|NC_001133|,75311,36.6
ref|NC_001133|,75411,32.98
ref|NC_001133|,75511,36.92
ref|NC_001133|,75611,30.57
ref|NC_001133|,75711,28.5
ref|NC_001133|,75811,23.72
ref|NC_001133|,75911,29.49
ref|NC_001133|,76011,27.7
ref|NC_001133|,76111,20.17
ref|NC_001133|,76211,24.01
ref|NC_001133|,76311,27.91
ref|NC_001133|,76411,23.32
ref|NC_001133|,76511,24.86
ref|NC_001133|,76611,31.91
ref|NC_001133|,76711,32.7
ref|NC_001133|,76811,25.96
ref|NC_001133|,76911,20.29
ref|NC_001133|,77011,25.59
ref|NC_001133|,77111,30.4
ref|NC_001133|,77211,31.35
ref|NC_001133|,77311,29.75
ref|NC_001133|,77411,31.47
ref|NC_001133|,77511,27.96
ref|NC_001133|,77611,28.09
ref|NC_001133|,77711,31.43
ref|NC_001133|,77811,26.39
ref|NC_001133|,77911,31.82
ref|NC_001133|,78011,31.65
ref|NC_001133|,78111,31.49
ref|NC_001133|,78211,40.67
ref|NC_001133|,78311,35.93
ref|NC_001133|,78411,31.26
ref|NC_001133|,78511,31.5
ref|NC_001133|,78611,35.56
ref|NC_001133|,78711,35.23
ref|NC_001133|,78811,38.38
ref|NC_001133|,78911,32.5
ref|NC_001133|,79011,33.77
ref|NC_001133|,79111,32.25
ref|NC_001133|,79211,42.24
ref|NC_001133|,79311,38.49
ref|NC_001133|,79411,36.98
ref|NC_001133|,79511,38.07
ref|NC_001133|,79611,37.09
ref|NC_001133|,79711,34.35
ref|NC_001133|,79811,30.86
ref|NC_001133|,79911,24.94
ref|NC_001133|,80011,35.22
ref|NC_001133|,80111,32.24
ref|NC_001133|,80211,30.39
ref|NC_001133|,80311,32.03
ref|NC_001133|,80411,33.39
ref|NC_001133|,80511,29.6
ref|NC_001133|,80611,34.69
ref|NC_001133|,80711,41.47
ref|NC_001133|,80811,39.96
ref|NC_001133|,80911,39.38
ref|NC_001133|,81011,40.25
ref|NC_001133|,81111,39.08
ref|NC_001133|,81211,30.4
ref|NC_001133|,81311,32.47
ref|NC_001133|,81411,33.8
ref|NC_001133|,81511,34.73
ref|NC_001133|,81611,30.22
ref|NC_001133|,81711,36.89
ref|NC_001133|,81811,39.55
ref|NC_001133|,81911,44.78
ref|NC_001133|,82011,37.05
ref|NC_001133|,82111,30.95
ref|NC_001133|,82211,28.53
ref|NC_001133|,82311,33.46
