CODE	GENE	ID	FUNCTION	PROCESS	COMPONENT
YEAST|SGD=S000004747|UniProtKB=P38615	RIM11	Serine_threonine-protein kinase RIM11_MSD1;RIM11;PTN000624375;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);protein serine/threonine/tyrosine kinase activity(GO:0004712);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	signal transduction(GO:0007165);peptidyl-threonine phosphorylation(GO:0018107);cell differentiation(GO:0030154);ascospore formation(GO:0030437)	nucleus(GO:0005634);cytoplasm(GO:0005737)
YEAST|SGD=S000002615|UniProtKB=P39001	UME6	Transcriptional regulatory protein UME6;UME6;PTN008076550;orthologs	RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA-binding transcription repressor activity, RNA polymerase II-specific(GO:0001227);DNA binding(GO:0003677);zinc ion binding(GO:0008270);sequence-specific DNA binding(GO:0043565);metal ion binding(GO:0046872);DNA-binding transcription factor binding(GO:0140297)	negative regulation of transcription by RNA polymerase II(GO:0000122);mitotic cell cycle(GO:0000278);nitrogen catabolite repression of transcription from RNA polymerase II promoter(GO:0001081);chromatin organization(GO:0006325);chromatin remodeling(GO:0006338);regulation of DNA-templated transcription(GO:0006355);cellular response to nitrogen starvation(GO:0006995);pseudohyphal growth(GO:0007124);spore germination(GO:0009847);lipid droplet organization(GO:0034389);positive regulation of transcription by RNA polymerase II(GO:0045944);meiotic cell cycle(GO:0051321);negative regulation of inositol biosynthetic process(GO:1900089);positive regulation of phosphatidylserine biosynthetic process(GO:1900470);positive regulation of phosphatidylcholine biosynthetic process(GO:2001247)	nucleus(GO:0005634);Rpd3L complex(GO:0033698);Rpd3L-Expanded complex(GO:0070210)
YEAST|SGD=S000004395|UniProtKB=P32432	SFP1	Transcription factor SFP1;SFP1;PTN000551629;orthologs	DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	regulation of cell size(GO:0008361);positive regulation of transcription by RNA polymerase II(GO:0045944);positive regulation of ribosomal protein gene transcription by RNA polymerase II(GO:0060963)	nucleus(GO:0005634);cytoplasm(GO:0005737)
YEAST|SGD=S000003681|UniProtKB=P47008	SFH5	Phosphatidylinositol transfer protein SFH5;SFH5;PTN000595623;orthologs	phosphatidylinositol transfer activity(GO:0008526);heme binding(GO:0020037);metal ion binding(GO:0046872)	lipid transport(GO:0006869);phospholipid transport(GO:0015914);regulation of exocytosis(GO:0017157);Golgi to plasma membrane protein transport(GO:0043001);phosphatidylinositol metabolic process(GO:0046488);intermembrane lipid transfer(GO:0120009);regulation of establishment of cell polarity(GO:2000114)	fungal-type vacuole membrane(GO:0000329);nucleus(GO:0005634);cytoplasm(GO:0005737);endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);cytosol(GO:0005829);plasma membrane(GO:0005886);membrane(GO:0016020);cortical endoplasmic reticulum(GO:0032541);cell periphery(GO:0071944)
YEAST|SGD=S000002624|UniProtKB=P07248	ADR1	Regulatory protein ADR1;ADR1;PTN002812233;orthologs	RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);TFIIB-class transcription factor binding(GO:0001093);TFIID-class transcription factor complex binding(GO:0001094);DNA binding(GO:0003677);transcription coactivator activity(GO:0003713);zinc ion binding(GO:0008270);sequence-specific DNA binding(GO:0043565);metal ion binding(GO:0046872);RNA polymerase II-specific DNA-binding transcription factor binding(GO:0061629)	chromatin organization(GO:0006325);regulation of transcription by RNA polymerase II(GO:0006357);peroxisome organization(GO:0007031);positive regulation of fatty acid beta-oxidation(GO:0032000);positive regulation of transcription by RNA polymerase II(GO:0045944);positive regulation of transcription from RNA polymerase II promoter by oleic acid(GO:0061429);cellular response to ethanol(GO:0071361);positive regulation of peroxisome organization(GO:1900064);positive regulation of ethanol catabolic process(GO:1900066)	chromatin(GO:0000785);nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829)
YEAST|SGD=S000000201|UniProtKB=P24583	PKC1	Protein kinase C-like 1;PKC1;PTN000684238;orthologs	protein serine/threonine kinase activity(GO:0004674);diacylglycerol-dependent serine/threonine kinase activity(GO:0004697);ATP binding(GO:0005524);zinc ion binding(GO:0008270);metal ion binding(GO:0046872);protein serine kinase activity(GO:0106310)	pexophagy(GO:0000425);signal transduction(GO:0007165);cellular response to starvation(GO:0009267);fungal-type cell wall biogenesis(GO:0009272);positive regulation of cytoplasmic mRNA processing body assembly(GO:0010606);peptidyl-serine phosphorylation(GO:0018105);cellular bud neck septin ring organization(GO:0032186);stress granule assembly(GO:0034063);intracellular signal transduction(GO:0035556);regulation of nuclear-transcribed mRNA poly(A) tail shortening(GO:0060211);regulation of fungal-type cell wall organization(GO:0060237)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytoskeleton(GO:0005856);plasma membrane(GO:0005886);cellular bud neck(GO:0005935);cytoplasmic stress granule(GO:0010494);site of polarized growth(GO:0030427);prospore septin filament array(GO:0032165)
YEAST|SGD=S000001497|UniProtKB=P34241	URB1	Nucleolar pre-ribosomal-associated protein 1;URB1;PTN001004259;orthologs	mRNA binding(GO:0003729)	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000463);maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000466);rRNA processing(GO:0006364);ribosome biogenesis(GO:0042254)	nucleus(GO:0005634);nucleolus(GO:0005730)
YEAST|SGD=S000000207|UniProtKB=P18900	COQ1	Hexaprenyl pyrophosphate synthase, mitochondrial;COQ1;PTN000243453;orthologs	heptaprenyl diphosphate synthase activity(GO:0000010);prenyltransferase activity(GO:0004659);transferase activity(GO:0016740);metal ion binding(GO:0046872)	ubiquinone biosynthetic process(GO:0006744);isoprenoid biosynthetic process(GO:0008299)	mitochondrion(GO:0005739);mitochondrial inner membrane(GO:0005743);transferase complex(GO:1990234)
YEAST|SGD=S000004329|UniProtKB=P37370	VRP1	Verprolin;VRP1;;orthologs	actin binding(GO:0003779)	endocytosis(GO:0006897);bipolar cellular bud site selection(GO:0007121);regulation of cytokinesis(GO:0032465);actin cortical patch localization(GO:0051666);positive regulation of Arp2/3 complex-mediated actin nucleation(GO:2000601)	incipient cellular bud site(GO:0000131);cytoplasm(GO:0005737);cytoskeleton(GO:0005856);cellular bud neck(GO:0005935);actin cortical patch(GO:0030479);mating projection tip(GO:0043332)
YEAST|SGD=S000000963|UniProtKB=P06843	SPT2	Protein SPT2;SPT2;;orthologs	DNA secondary structure binding(GO:0000217);DNA binding(GO:0003677)	negative regulation of transcription by RNA polymerase II(GO:0000122);chromatin organization(GO:0006325);transcription elongation-coupled chromatin remodeling(GO:0140673)	nucleus(GO:0005634);cytosol(GO:0005829)
YEAST|SGD=S000003884|UniProtKB=P26783	RPS2	Small ribosomal subunit protein uS7;RPS5;PTN000128935;orthologs	RNA binding(GO:0003723);mRNA binding(GO:0003729);structural constituent of ribosome(GO:0003735);rRNA binding(GO:0019843)	ribosomal small subunit assembly(GO:0000028);ribosomal subunit export from nucleus(GO:0000054);translation(GO:0006412);regulation of translational fidelity(GO:0006450);maturation of SSU-rRNA(GO:0030490)	cytoplasm(GO:0005737);cytosol(GO:0005829);ribosome(GO:0005840);small ribosomal subunit(GO:0015935);cytosolic small ribosomal subunit(GO:0022627);90S preribosome(GO:0030686);ribonucleoprotein complex(GO:1990904)
YEAST|SGD=S000001584|UniProtKB=P34244	HSL1	Probable serine_threonine-protein kinase HSL1;HSL1;PTN000681677;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	G2/M transition of mitotic cell cycle(GO:0000086);protein phosphorylation(GO:0006468);protein catabolic process(GO:0030163);mitotic morphogenesis checkpoint signaling(GO:0044879);regulation of cell cycle(GO:0051726);protein localization to septin ring(GO:1902935)	cellular bud neck septin ring(GO:0000144);nucleus(GO:0005634);cytoplasm(GO:0005737);cellular bud neck(GO:0005935)
YEAST|SGD=S000003090|UniProtKB=P32505	NAB2	Nuclear polyadenylated RNA-binding protein NAB2;NAB2;PTN000380749;orthologs	tRNA binding(GO:0000049);RNA binding(GO:0003723);mRNA binding(GO:0003729);5S rRNA binding(GO:0008097);poly(A) binding(GO:0008143);zinc ion binding(GO:0008270);7S RNA binding(GO:0008312);ribonuclease P RNA binding(GO:0033204);metal ion binding(GO:0046872)	poly(A)+ mRNA export from nucleus(GO:0016973);regulation of mRNA stability(GO:0043488);positive regulation of transcription by RNA polymerase III(GO:0045945);negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay(GO:1900152)	nucleus(GO:0005634);cytoplasm(GO:0005737)
YEAST|SGD=S000003039|UniProtKB=P22149	AFT1	Iron-regulated transcriptional activator AFT1;AFT1;;orthologs	DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);cis-regulatory region sequence-specific DNA binding(GO:0000987);zinc ion binding(GO:0008270);kinetochore binding(GO:0043515);metal ion binding(GO:0046872)	negative regulation of transcription by RNA polymerase II(GO:0000122);chromosome segregation(GO:0007059);cellular response to iron ion starvation(GO:0010106);cardiolipin metabolic process(GO:0032048);establishment of mitotic sister chromatid cohesion(GO:0034087);positive regulation of iron ion transport(GO:0034758);meiotic chromosome segregation(GO:0045132);positive regulation of transcription by RNA polymerase II(GO:0045944)	nucleus(GO:0005634);cytoplasm(GO:0005737)
YEAST|SGD=S000001066|UniProtKB=P11914	MAS2	Mitochondrial-processing peptidase subunit alpha;MAS2;PTN000220286;orthologs	metalloendopeptidase activity(GO:0004222);metal ion binding(GO:0046872)	proteolysis(GO:0006508);protein processing involved in protein targeting to mitochondrion(GO:0006627)	mitochondrion(GO:0005739);mitochondrial matrix(GO:0005759);mitochondrial processing peptidase complex(GO:0017087)
YEAST|SGD=S000000632|UniProtKB=P25332	RBK1	Ribokinase;RBK1;PTN000062016;orthologs	ribokinase activity(GO:0004747);ATP binding(GO:0005524);kinase activity(GO:0016301);metal ion binding(GO:0046872)	D-ribose metabolic process(GO:0006014);D-ribose catabolic process(GO:0019303);carbohydrate phosphorylation(GO:0046835)	nucleus(GO:0005634);cytoplasm(GO:0005737)
YEAST|SGD=S000001855|UniProtKB=P60010	ACT1	Actin;ACT1;PTN000233485;orthologs	structural constituent of cytoskeleton(GO:0005200);ATP binding(GO:0005524);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887)	vacuole inheritance(GO:0000011);DNA repair(GO:0006281);endocytosis(GO:0006897);protein secretion(GO:0009306);establishment of cell polarity(GO:0030010);ascospore wall assembly(GO:0030476);mitotic actomyosin contractile ring contraction(GO:1902404)	cellular bud neck contractile ring(GO:0000142);Swr1 complex(GO:0000812);cytoplasm(GO:0005737);cytoskeleton(GO:0005856);actin filament(GO:0005884);actin cytoskeleton(GO:0015629);actin cortical patch(GO:0030479);Ino80 complex(GO:0031011);actin filament bundle(GO:0032432);NuA4 histone acetyltransferase complex(GO:0035267);intracellular non-membrane-bounded organelle(GO:0043232)
YEAST|SGD=S000000302|UniProtKB=P38257	MMS4	Crossover junction endonuclease MMS4;MMS4;PTN001464735;orthologs	DNA binding(GO:0003677);nuclease activity(GO:0004518);endonuclease activity(GO:0004519);DNA endonuclease activity(GO:0004520);crossover junction DNA endonuclease activity(GO:0008821);metal ion binding(GO:0046872)	resolution of meiotic recombination intermediates(GO:0000712);DNA topological change(GO:0006265);DNA repair(GO:0006281);double-strand break repair(GO:0006302);DNA recombination(GO:0006310);DNA damage response(GO:0006974);reciprocal meiotic recombination(GO:0007131);regulation of reciprocal meiotic recombination(GO:0010520);replication fork processing(GO:0031297);mitotic intra-S DNA damage checkpoint signaling(GO:0031573);meiotic cell cycle(GO:0051321)	nucleus(GO:0005634);Holliday junction resolvase complex(GO:0048476)
YEAST|SGD=S000000494|UniProtKB=P38356	BSD2	Metal homeostatis protein BSD2;BSD2;PTN001411819;orthologs	protein binding(GO:0005515)	ubiquitin-dependent protein catabolic process(GO:0006511);protein targeting to vacuole(GO:0006623);vacuolar transport(GO:0007034);metal ion transport(GO:0030001);positive regulation of protein ubiquitination(GO:0031398)	fungal-type vacuole(GO:0000324);fungal-type vacuole membrane(GO:0000329);cytoplasm(GO:0005737);vacuole(GO:0005773);endoplasmic reticulum(GO:0005783);Golgi apparatus(GO:0005794);membrane(GO:0016020);perinuclear region of cytoplasm(GO:0048471)
YEAST|SGD=S000002386|UniProtKB=P09932	HO	Homothallic switching endonuclease;HO;;orthologs	DNA binding(GO:0003677);endonuclease activity(GO:0004519);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	mating type switching(GO:0007533);gene conversion at mating-type locus(GO:0007534);intein-mediated protein splicing(GO:0016539)	nucleus(GO:0005634)
YEAST|SGD=S000004117|UniProtKB=Q12440	APC2	Anaphase-promoting complex subunit 2;APC2;PTN000232042;orthologs	ubiquitin protein ligase binding(GO:0031625);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511);metaphase/anaphase transition of mitotic cell cycle(GO:0007091);macromolecule catabolic process(GO:0009057);exit from mitosis(GO:0010458);protein ubiquitination(GO:0016567);anaphase-promoting complex-dependent catabolic process(GO:0031145);cell division(GO:0051301);protein K11-linked ubiquitination(GO:0070979);positive regulation of mitotic actomyosin contractile ring contraction(GO:1903473)	nucleus(GO:0005634);anaphase-promoting complex(GO:0005680);cytoplasm(GO:0005737)
YEAST|SGD=S000005527|UniProtKB=Q12149	RRP6	Exosome complex exonuclease RRP6;RRP6;PTN000252309;orthologs	nucleotide binding(GO:0000166);3'-5'-RNA exonuclease activity(GO:0000175);nucleic acid binding(GO:0003676);RNA binding(GO:0003723);single-stranded RNA binding(GO:0003727);exonuclease activity(GO:0004527);zinc ion binding(GO:0008270);rRNA primary transcript binding(GO:0042134)	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000467);post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery(GO:0000973);rRNA processing(GO:0006364);regulation of telomere maintenance(GO:0032204);U1 snRNA 3'-end processing(GO:0034473);U4 snRNA 3'-end processing(GO:0034475);U5 snRNA 3'-end processing(GO:0034476);nuclear mRNA surveillance(GO:0071028);nuclear polyadenylation-dependent rRNA catabolic process(GO:0071035);nuclear polyadenylation-dependent snoRNA catabolic process(GO:0071036);nuclear polyadenylation-dependent snRNA catabolic process(GO:0071037);TRAMP-dependent tRNA surveillance pathway(GO:0071038);nuclear polyadenylation-dependent CUT catabolic process(GO:0071039);nuclear polyadenylation-dependent antisense transcript catabolic process(GO:0071040);nuclear polyadenylation-dependent mRNA catabolic process(GO:0071042);histone mRNA catabolic process(GO:0071044);poly(A)-dependent snoRNA 3'-end processing(GO:0071051)	nuclear exosome (RNase complex)(GO:0000176);exosome (RNase complex)(GO:0000178);nucleus(GO:0005634);nucleolus(GO:0005730)
YEAST|SGD=S000001688|UniProtKB=P33418	LOS1	Exportin-T;LOS1;PTN000409530;orthologs	tRNA binding(GO:0000049);small GTPase binding(GO:0031267)	tRNA export from nucleus(GO:0006409);tRNA re-export from nucleus(GO:0071528)	nucleus(GO:0005634);nuclear pore(GO:0005643);cytoplasm(GO:0005737);mitochondrion(GO:0005739);nuclear matrix(GO:0016363)
YEAST|SGD=S000005881|UniProtKB=Q08818	MSC6	Meiotic sister-chromatid recombination protein 6, mitochondrial;MSC6;;orthologs	mRNA binding(GO:0003729)	DNA recombination(GO:0006310);reciprocal meiotic recombination(GO:0007131);meiotic cell cycle(GO:0051321);mitochondrial translational initiation(GO:0070124)	mitochondrion(GO:0005739);mitochondrial matrix(GO:0005759)
YEAST|SGD=S000004397|UniProtKB=Q06063	DUS4	tRNA-dihydrouridine(20a_20b) synthase [NAD(P)+];DUS4;PTN000118968;orthologs	oxidoreductase activity(GO:0016491);tRNA dihydrouridine synthase activity(GO:0017150);flavin adenine dinucleotide binding(GO:0050660);tRNA-dihydrouridine20a synthase activity(GO:0102266);tRNA-dihydrouridine20b synthase activity(GO:0102267);mRNA dihydrouridine synthase activity(GO:0106414)	tRNA dihydrouridine synthesis(GO:0002943);mRNA processing(GO:0006397);tRNA modification(GO:0006400);tRNA processing(GO:0008033)	cellular_component(GO:0005575)
YEAST|SGD=S000006116|UniProtKB=Q08951	APL5	AP-3 complex subunit delta;APL5;PTN000513073;orthologs	protein binding(GO:0005515)	protein targeting to vacuole(GO:0006623);intracellular protein transport(GO:0006886);Golgi to vacuole transport(GO:0006896);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192)	cytoplasm(GO:0005737);Golgi apparatus(GO:0005794);endosome membrane(GO:0010008);membrane(GO:0016020);membrane coat(GO:0030117);AP-3 adaptor complex(GO:0030123);clathrin-coated vesicle membrane(GO:0030665);cytoplasmic vesicle(GO:0031410)
YEAST|SGD=S000004253|UniProtKB=P14291	RED1	Protein RED1;RED1;;orthologs	structural molecule activity(GO:0005198);chromatin DNA binding(GO:0031490)	synaptonemal complex assembly(GO:0007130);reciprocal meiotic recombination(GO:0007131);sporulation resulting in formation of a cellular spore(GO:0030435);meiotic cell cycle(GO:0051321);meiotic recombination checkpoint signaling(GO:0051598)	lateral element(GO:0000800);nucleus(GO:0005634)
YEAST|SGD=S000003293|UniProtKB=P38972	ADE6	Phosphoribosylformylglycinamidine synthase;ADE6;PTN000010099;orthologs	phosphoribosylformylglycinamidine synthase activity(GO:0004642);ATP binding(GO:0005524);ligase activity(GO:0016874);metal ion binding(GO:0046872)	purine nucleotide biosynthetic process(GO:0006164);'de novo' IMP biosynthetic process(GO:0006189);glutamine metabolic process(GO:0006541)	cytoplasm(GO:0005737)
YEAST|SGD=S000005855|UniProtKB=P51533	PDR10	ATP-dependent permease PDR10;PDR10;PTN000443119;orthologs	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ATPase-coupled transmembrane transporter activity(GO:0042626);ABC-type transporter activity(GO:0140359)	replication-born double-strand break repair via sister chromatid exchange(GO:1990414);xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961)	fungal-type vacuole(GO:0000324);plasma membrane(GO:0005886);membrane(GO:0016020);cell periphery(GO:0071944)
YEAST|SGD=S000003099|UniProtKB=P53127	SNT2	E3 ubiquitin-protein ligase SNT2;SNT2;PTN000350855;orthologs	chromatin binding(GO:0003682);ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357);cellular response to oxidative stress(GO:0034599);histone catabolic process(GO:0036205)	nucleus(GO:0005634);chromosome(GO:0005694);cytoplasm(GO:0005737);protein-DNA complex(GO:0032993);Lid2 complex(GO:0048189);Snt2C complex(GO:0070211)
YEAST|SGD=S000002476|UniProtKB=P32571	DOA4	Ubiquitin carboxyl-terminal hydrolase 4;DOA4;PTN000608575;orthologs	cysteine-type deubiquitinase activity(GO:0004843);cysteine-type peptidase activity(GO:0008234);zinc ion binding(GO:0008270)	regulation of DNA replication(GO:0006275);proteolysis(GO:0006508);ubiquitin-dependent protein catabolic process(GO:0006511);endocytosis(GO:0006897);ubiquitin recycling(GO:0010992);free ubiquitin chain depolymerization(GO:0010995);protein deubiquitination(GO:0016579);ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway(GO:0043162);intralumenal vesicle formation(GO:0070676);ATP export(GO:1904669)	proteasome complex(GO:0000502);cytoplasm(GO:0005737);mitochondrion(GO:0005739);endosome(GO:0005768);cytosol(GO:0005829);membrane(GO:0016020);late endosome membrane(GO:0031902)
YEAST|SGD=S000003513|UniProtKB=P53049	YOR1	Oligomycin resistance ATP-dependent permease YOR1;YOR1;PTN000658144;orthologs	ATP binding(GO:0005524);ABC-type xenobiotic transporter activity(GO:0008559);ABC-type glutathione S-conjugate transporter activity(GO:0015431);ABC-type cadmium transporter activity(GO:0015434);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359)	xenobiotic transport(GO:0042908);transmembrane transport(GO:0055085);cadmium ion transmembrane transport(GO:0070574)	plasma membrane(GO:0005886);membrane(GO:0016020);cell periphery(GO:0071944)
YEAST|SGD=S000003407|UniProtKB=P32476	ERG1	Squalene epoxidase ERG1;ERG1;PTN000089454;orthologs	squalene monooxygenase activity(GO:0004506);oxidoreductase activity(GO:0016491);flavin adenine dinucleotide binding(GO:0050660)	ergosterol biosynthetic process(GO:0006696);sterol metabolic process(GO:0016125);sterol biosynthetic process(GO:0016126)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);lipid droplet(GO:0005811);membrane(GO:0016020)
YEAST|SGD=S000002260|UniProtKB=P15436	POL3	DNA polymerase delta catalytic subunit;POL3;PTN000035541;orthologs	nucleotide binding(GO:0000166);DNA binding(GO:0003677);DNA-directed DNA polymerase activity(GO:0003887);exonuclease activity(GO:0004527);zinc ion binding(GO:0008270);3'-5'-DNA exonuclease activity(GO:0008296);metal ion binding(GO:0046872);4 iron, 4 sulfur cluster binding(GO:0051539)	DNA replication(GO:0006260);DNA-templated DNA replication(GO:0006261);RNA-templated DNA biosynthetic process(GO:0006278);base-excision repair, gap-filling(GO:0006287);nucleotide-excision repair, DNA gap filling(GO:0006297);double-strand break repair via nonhomologous end joining(GO:0006303);DNA replication, removal of RNA primer(GO:0043137);DNA replication proofreading(GO:0045004);DNA-templated DNA replication maintenance of fidelity(GO:0045005);DNA biosynthetic process(GO:0071897)	nucleus(GO:0005634);replication fork(GO:0005657);cytosol(GO:0005829);intracellular membrane-bounded organelle(GO:0043231);delta DNA polymerase complex(GO:0043625)
